id,code,subject,catalog nbr,section,class nbr,course title,component,units,topics,Bldg,room,days,time,Instructor,Class Enrl Cap,Class Enrl Tot,Class Wait Cap,Class Wait Tot,Class Min Enrl
10911,COMM 656,COMM,656,1,14212,SOUND FOR FILM AND VIDEO,Lecture(Remote Only - Synchronous),3,A, TBA, TBA , MW , 12:20 - 13:35,"["" BROWN,WILLIAM ARTHUR""]",14,12,999,0,0
10912,COMM 660,COMM,660,1,7939,ADV PROJECTS PERF STUDIES,Lecture(In Person On Campus Learners),3,A, New East,305, M , 16:40 - 19:30,"["" MEGEL,JOSEPH L""]",12,7,999,0,0
10913,COMM 700,COMM,700,1,3939,INTRO,MODERN(In Person On Campus Learners),PHILOSOPHY/THEORYLecture 3,A, Murphey Hall,111, Tu , 15:30 - 18:20,"["" Calvente,Lisa B""]",15,7,999,0,0
10914,COMM 702,COMM,702,1,6623,TEACHING COMM STUDIES,Lecture(In Person On Campus Learners),3,A, Dey Hall,405, Th , 15:30 - 18:20,"["" PERUCCI,ANTHONY T""]",12,6,999,0,0
10915,COMM 705,COMM,705,1,15001,COMM AND THE SOCIAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , Tu , 15:30 - 18:20,"["" PALM,MICHAEL WILLIAM""]",14,8,999,0,0
10916,COMM 842,COMM,842,1,14432,SEM PERF & CULTURAL STUD,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Calvente,Lisa B""]",15,12,999,0,0
10917,COMM 879,COMM,879,1,14433,TOPICS IN RHET STUDIES,Lecture(In Person On Campus Learners),3,A, New East,305, W , 17:45 - 20:35,"["" Chebrolu,Rishi""]",12,8,999,0,0
10918,COMM 900,COMM,900,2,9386,RESEARCH PRACTICUM,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",17,0,999,0,0
10919,COMM 901,COMM,901,15,5657,DIRECTED RESEARCH,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
10920,COMM 992,COMM,992,5,8750,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
10921,COMM 993,COMM,993,4,6302,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
10922,COMM 994,COMM,994,20,10503,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Staff""]",3,0,999,0,0
10923,COMP 110,COMP,110,4,17380,INTRO PROGRAMMING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Hinks,Isabella Rose""]",52,52,999,0,0
10924,COMP 126,COMP,126,1,8175,PRAC WEB DESIGN &,DEV(In Person On Campus Learners),EVERYONELecture 3,A,NULL,NULL,NULL,NULL,"["" Nicholas,Tessa J.""]",120,120,999,110,0
10925,COMP 210,COMP,210,2,11095,ANALYSIS OF DATA STRUCTURE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Ghani,Muhammad Sayeed""]",146,129,999,0,0
10926,COMP 227,COMP,227,1,8430,PEER TEACHING IN COMP SCIENCE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Nicholas,Tessa J.""]",30,0,999,0,0
10927,COMP 283,COMP,283,1,6962,DISCRETE STRUCTURES,Lecture(In Person On Campus Learners),3,A, Carroll Hall,111, TuTh , 09:30 - 10:45,"["" SNOEYINK,JACK S""]",101,90,999,0,0
10928,COMP 290,COMP,290,1,15038,SPECIAL TOPICS IN COMPUTER,SCILecture(In Person On Campus Learners),1,A,NULL,NULL,NULL,NULL,"["" Jordan,Kristopher Scott""]",60,60,999,13,0
10929,COMP 293,COMP,293,136,9827,INTERNSHIP IN,COMPUTER(In Person On Campus Learners),SCIENCELecture 3,A, TBA, TBA , TBA , TBA,"["" Staff""]",15,0,999,0,0
10930,COMP 301,COMP,301,2,17377,STRUCTURE/ORGANIZE OWN CODE,Lecture(In Person On Campus Learners),3,A, Hamilton Hall,100, MW , 13:25 - 14:40,"["" MAYER-PATEL,KETAN""]",250,0,0,0,0
10931,COMP 311,COMP,311,1,9531,COMPUTER ORGANIZATION,Lecture(In Person On Campus Learners),3,A, Carroll Hall,111, MWF , 15:35 - 16:25,"["" McMahon,Connor""]",208,188,999,0,0
10932,COMP 380,COMP,380,1,7207,"TECHNOLOGY, ETHICS, & CULTURE",Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,101, TuTh , 09:30 - 10:45,"["" Nicholas,Tessa J.""]",80,80,999,162,0
10933,COMP 393,COMP,393,1,13120,SOFTWARE ENGINEERING INTERN,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",4,0,999,0,0
10934,COMP 421,COMP,421,1,4795,FILES AND DATABASES,Lecture(In Person On Campus Learners),3,A, Murphey Hall,116, TuTh , 12:30 - 13:45,"["" Staff""]",150,0,999,0,0
10935,COMP 431,COMP,431,1,8655,INTERNET SVCS & PROTOCOL,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",60,0,999,0,0
10936,COMP 433,COMP,433,1,12013,MOBILE COMPUTING SYST,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Nirjon,S M Shahriar""]",75,105,999,61,0
10937,COMP 435,COMP,435,1,14475,SECURITY CONCEPTS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" STURTON,CYNTHIA K""]",70,44,999,0,0
10938,COMP 455,COMP,455,2,9436,MODELS: LANGS/COMPN,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Subramanian,Thiagarajan""]",125,125,999,0,0
10939,COMP 495,COMP,495,94,7419,MENTORED RESEARCH,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
10940,COMP 523,COMP,523,1,4796,SOFTWARE ENGRNG LAB,Lecture(In Person On Campus Learners),4,A,NULL,NULL,NULL,NULL,"["" STOTTS Jr,PAUL D""]",60,53,999,0,0
10941,COMP 524,COMP,524,1,9013,PROG LANG CONCEPTS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" DEWAN,PRASUN""]",80,62,999,0,0
10942,COMP 530,COMP,530,1,4797,OPERATING SYSTEMS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Porter,Donald Elliott""]",75,75,999,16,0
10943,COMP 537,COMP,537,1,12017,CRYPTOGRAPHY,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" ESKANDARIAN,SABA""]",90,90,999,1,0
10944,COMP 541,COMP,541,600,14643,DIGITAL LOGIC,Recitation(In Person On Campus Learners),4,A,NULL,NULL,NULL,NULL,"["" McMahon,Connor""]",45,40,999,4,0
10945,COMP 545,COMP,545,148,14431,INTELLIGENT PHYSICAL SYSTEMS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Chakraborty,Samarjit""]",60,45,999,0,0
10946,COMP 550,COMP,550,2,9095,ALGRTHMS & ANALYSIS,Lecture(In Person On Campus Learners),3,A, Murphey Hall,116, TuTh , 09:30 - 10:45,"["" Sun,Kevin Tang""]",150,80,999,0,0
10947,COMP 562,COMP,562,1,8656,INTRO MACHINE LEARNING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Silva,Jorge""]",75,75,999,1,0
10948,COMP 581,COMP,581,1,10820,INTRO TO ROBOTICS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" ALTEROVITZ,RON""]",60,41,999,0,0
10949,COMP 590,COMP,590,177,11466,TOPICS COMPUTER SCI,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Sengupta,Soumyadip""]",60,44,999,0,0
10950,COMP 664,COMP,664,1,14599,DEEP LEARNING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Srivastava,Shashank""]",60,59,999,0,0
10951,COMP 737,COMP,737,80,7339,REAL-TIME SYSTEMS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" ANDERSON,JAMES H""]",30,7,999,0,0
10952,COMP 750,COMP,750,80,7285,ALGORITHM ANALYSIS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" ANDERSON,JAMES H""]",30,10,999,0,0
10953,COMP 755,COMP,755,142,12020,MACHINE LEARNING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Oliva,Junier""]",30,12,999,0,0
10954,COMP 775,COMP,775,1,12021,IMAGE PROCESSING & ANALYSIS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" NIETHAMMER,MARC""]",30,22,999,0,0
10955,COMP 776,COMP,776,177,12444,COMP VSN OF,OUR(In Person On Campus Learners),3D WORLD Lecture 3,A, TBA, TBA , TBA , TBA,"["" Staff""]",30,2,999,0,0
10956,COMP 790,COMP,790,185,14619,TOPICS IN COMPUTER SCI,Lecture(In Person On Campus Learners),21-Jan,A,NULL,NULL,NULL,NULL,"["" Kwong,Andrew""]",30,5,999,0,0
10957,COMP 892,COMP,892,173,10507,PRACTICUM,Lecture(In Person On Campus Learners),0.5,A, TBA, TBA , TBA , TBA,"["" Staff""]",8,0,999,0,0
10958,COMP 915,COMP,915,144,14631,TECHNICAL COMMUN,Lecture(In Person On Campus Learners),1,A, TBA, TBA , TBA , TBA,"["" Staff""]",20,3,999,0,0
10959,COMP 991,COMP,991,186,13238,READING AND RESEARCH,Lecture(In Person On Campus Learners),21-Jan,A, TBA, TBA , TBA , TBA,"["" McAvoy,Alexander""]",6,0,999,0,0
10960,COMP 992,COMP,992,186,13239,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",6,0,999,0,0
10961,COMP 993,COMP,993,184,13182,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,2,999,0,0
10962,COMP 994,COMP,994,183,13150,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Yao,Huaxiu""]",10,0,999,0,0
10963,DRAM 79,DRAM,79,1,13358,THE HEART OF THE PLAY,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" PERRY,MARK E""]",23,23,0,0,0
10964,DRAM 80,DRAM,80,2,15081,FYS PSYC OF CLOTHING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Bond,Pamela Ann""]",23,23,0,0,0
10965,DRAM 83,DRAM,83,2,13151,SPECTACLE IN THE THEATRE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" NAVALINSKY,DAVID B""]",15,15,0,0,0
10966,DRAM 85,DRAM,85,1,11724,DOCUMENTARY THEATRE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Snowden,Aubrey Lynn""]",16,16,0,0,0
10967,DRAM 115,DRAM,115,4,14738,PERSPECTIVES IN DRAMA,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",55,53,999,0,0
10968,DRAM 116,DRAM,116,2,3762,PERSP IN THE THEATRE,Lecture(In Person On Campus Learners),3,A, Hamilton Hall,100, MWF , 12:20 - 13:10,"["" Snowden,Aubrey Lynn""]",195,168,999,0,0
10969,DRAM 120,DRAM,120,01F,8662,PLAY ANALYSIS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" PERRY,MARK E""]",24,24,0,0,0
10970,DRAM 135,DRAM,135,4,14328,ACTING/NON-MAJORS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , MWF , 10:10 - 11:00,"["" Staff""]",15,15,999,14,0
10971,DRAM 140,DRAM,140,1,9092,VOICE TRAINING I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" James,Letitia""]",16,16,999,6,0
10972,DRAM 144,DRAM,144,1,11254,ACTING THE SONG,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",16,14,999,0,0
10973,DRAM 150,DRAM,150,1,3771,BEGIN ACT FOR MAJOR,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Cornell,Jeffrey B.""]",14,6,999,0,0
10974,DRAM 151,DRAM,151,1,11682,THE AMERICAN STAGE MUSICAL,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, TuTh , 14:00 - 15:15,"["" Lain,LaToya Andriel""]",22,22,999,0,0
10975,DRAM 154,DRAM,154,1,13382,PERFORMERS' AWARENESS,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Schwinke,Gwendolyn""]",14,13,999,0,0
10976,DRAM 155,DRAM,155,1,13360,MVMT FOR THE ACTOR,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Bersley,Tracy""]",16,16,999,2,0
10977,DRAM 191,DRAM,191,1,3772,TECH METHODS: SCENERY,Lecture(In Person On Campus Learners),3,A, Paul Green Theater,229, MWF , 13:25 - 15:15,"["" Ernst IV,William Joel""]",12,5,999,0,0
10978,DRAM 192,DRAM,192,2,9979,TECH METHODS: COSTUME,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Land,Jessica Shaina""]",8,4,999,0,0
10979,DRAM 193,DRAM,193,1,3774,PRODUCTION PRACTICUM,Lecture(In Person On Campus + Remote),3,A, TBA, TBA , TBA , TBA,"["" PATES,LAURA""]",18,7,999,0,0
10980,DRAM 196,DRAM,196,2,3776,DRAM ART PROJECTS,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",8,0,999,0, 0 0021
10981,DRAM 220,DRAM,220,1,11741,THEATRE HISTORIES,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" KABLE,GREGORY A""]",45,37,999,0,0
10982,DRAM 230,DRAM,230,3,13488,THEATRE OF THE WORD,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Hynes,Rachel Helene""]",15,7,999,0,0
10983,DRAM 231,DRAM,231,1,11767,PLAYWRITING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" PERRY,MARK E""]",12,11,999,0,0
10984,DRAM 245,DRAM,245,1,11685,ACTING FOR THE CAMERA,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Gates,Samuel Ray""]",12,11,999,0,0
10985,DRAM 250,DRAM,250,1,9400,INTER ACT FOR MAJOR,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Cornell,Jeffrey B.""]",14,15,999,0,0
10986,DRAM 277,DRAM,277,2,14879,INTRO TO THEATRICAL DESIGN,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" NAVALINSKY,DAVID B""]",15,15,999,2,0
10987,DRAM 282,DRAM,282,1,13356,THEATRE HIST/LIT II,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" KABLE,GREGORY A""]",45,6,999,0,0
10988,DRAM 284,DRAM,284,1,12437,STD DRAM THRY/CRISM,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" VERSENYI,ADAM N"","" VERSENYI,ADAM N""]",15,5,999,0,0
10989,DRAM 287,DRAM,287,1,11790,AFRICAN-AMERICAN THEATRE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" WILLIAMS,KATHRYN H""]",12,1,0,0,0
10990,DRAM 290,DRAM,290,3,8640,SPEC TOPICS IN DRAMATIC ART,Lecture(In Person On Campus Learners),0.5 - 3,A, TBA, TBA , TBA , TBA,"["" Cornell,Jeffrey B.""]",15,0,999,0,0
10991,DRAM 300,DRAM,300,1,14980,DIRECTING,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",12,11,999,0,0
10992,DRAM 365,DRAM,365,1,14882,INTRO TO PROJECTION DESIGN,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Wang,Tao""]",10,5,999,0,0
10993,DRAM 393,DRAM,393,2,3781,PROF THEATRE LAB,Lecture(In Person On Campus Learners),12-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0, 0 0021
10994,DRAM 466,DRAM,466,1,13353,SCENE DESIGN,Lecture(In Person On Campus Learners),3,A, Paul Green Theater,229, TuTh , 11:00 - 12:15,"["" CHAMBERS,JANET ANNE""]",12,12,999,0,0
10995,DRAM 468,DRAM,468,1,12443,LIGHTING DESIGN,Lecture(In Person On Campus Learners),3,A, Paul Green Theater,229, TuTh , 12:30 - 13:45,"["" Wang,Tao""]",12,12,999,0,0
10996,DRAM 486,DRAM,486,1,11740,LATIN AMER THEATRE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" VERSENYI,ADAM N""]",15,10,999,0,0
10997,DRAM 587,DRAM,587,1,11227,COSTUME SEM II: MILL,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , WF , 10:05 - 12:05,"["" POLLOCK,RACHEL E""]",6,5,999,0,0
10998,DRAM 590,DRAM,590,1,8688,ADVANCED SPECIAL TOPICS,Lecture(In Person On Campus Learners),0.5 - 3,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid""]",5,4,999,0,0
10999,DRAM 721,DRAM,721,1,10712,ACTING II,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Schwinke,Gwendolyn""]",6,6,999,0,0
11000,DRAM 723,DRAM,723,1,10713,VOICE AND SPEECH II,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" James,Letitia"","" James,Letitia""]",6,6,999,0,0
11001,DRAM 725,DRAM,725,1,10714,MOVEMENT II,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Bersley,Tracy""]",6,6,999,0,0
11002,DRAM 727,DRAM,727,1,10715,REHEARSAL & PERF II,Lecture(In Person On Campus Learners),6-Jan,A,NULL,NULL,NULL,NULL,"["" GOLDSCHMIDT,VIVIENNE""]",6,6,999,0,0
11003,DRAM 740,DRAM,740,1,3784,COST PROD I: COUTURE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid"","" Morris,Triffin Ingrid""]",5,3,999,0,0
11004,DRAM 750,DRAM,750,1,3786,COST PROD II ADV COUTURE,Lecture(In Person On Campus Learners),0.5 - 3,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid"","" Morris,Triffin Ingrid""]",2,2,999,0,0
11005,DRAM 760,DRAM,760,1,3787,CONST III ADV PATTERN,Lecture(In Person On Campus Learners),3-Jan,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid"","" Morris,Triffin Ingrid""]",2,2,999,0,0
11006,DRAM 773,DRAM,773,1,3783,COSTUME CONST I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid"","" Morris,Triffin Ingrid""]",4,4,999,0, 0 0021
11007,DRAM 775,DRAM,775,1,13357,COSTUME CONST II,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid""]",6,0,999,0,0
11008,DRAM 784,DRAM,784,1,13124,COSTUME MGT: SHOP MGT,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",8,0,999,0,0
11009,DRAM 790,DRAM,790,1,3788,COSTUME LAB I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Morris,Triffin Ingrid""]",7,3,999,0,0
11010,DRAM 792,DRAM,792,1,3789,COSTUME LAB III,Lecture(In Person On Campus Learners),3,A, TBA, TBA , MTuWThF , 13:00 - 17:00,"["" Morris,Triffin Ingrid""]",7,2,999,0,0
11011,DRAM 800,DRAM,800,1,3790,TECHNICAL DIRECTION,Lecture(In Person On Campus Learners),6-Mar,A, Paul Green Theater,222, TuTh , 09:00 - 10:30,"["" ROLLERI,MICHAEL J""]",5,0,999,0, 0 0021
11012,DRAM 802,DRAM,802,1,3791,AD TECH DIR,Lecture(In Person On Campus Learners),6-Mar,A,NULL,NULL,NULL,NULL,"["" ROLLERI,MICHAEL J""]",4,2,999,0,0
11013,DRAM 805,DRAM,805,1,3792,SPECIAL STUDIES: TECH,Lecture(In Person On Campus Learners),0.5 - 12,A, Paul Green Theater,222, MW , 09:00 - 10:30,"["" PATES,LAURA""]",5,0,999,0, 0 0021
11014,DRAM 806,DRAM,806,1,3793,TECH PLAN & PROD,Lecture(In Person On Campus Learners),6-Mar,A,NULL,NULL,NULL,NULL,"["" ROLLERI,MICHAEL J""]",5,0,999,0,0
11015,DRAM 813,DRAM,813,1,3794,TECH PRODUCTION,Lecture(In Person On Campus Learners),6-Jan,A, Paul Green Theater,117, TuTh , 10:30 - 12:00,"["" ROLLERI,MICHAEL J""]",5,2,999,0, 0 0021
11016,DRAM 820,DRAM,820,1,10019,PRODUCTION MANAGEMENT,Lecture(In Person On Campus Learners),3,A, Paul Green Theater,229, MW , 09:00 - 10:30,"["" ROLLERI,MICHAEL J""]",5,2,999,0,0
11017,DRAM 830,DRAM,830,2,3796,TECH PROD SEMINAR,Lecture(In Person On Campus Learners),21-Jan,A, TBA, TBA , MW , 10:30 - 12:00,"["" ROLLERI,MICHAEL J""]",5,2,999,0, 0 0021
11018,DRAM 841,DRAM,841,1,3797,DESIGN TECH PRAC I,Lecture(In Person On Campus Learners),6-Mar,A, Paul Green Theater,117, MTuWThF , 13:00 - 17:30,"["" ROLLERI,MICHAEL J""]",5,0,999,0,0
11019,DRAM 843,DRAM,843,1,3798,DESIGN TECH PRAC II,Lecture(In Person On Campus Learners),6-Mar,A, Paul Green Theater,117, MTuWThF , 13:00 - 17:30,"["" ROLLERI,MICHAEL J""]",5,2,999,0,0
11020,DRAM 845,DRAM,845,1,3799,DESIGN TECH INTERNSHIP,Lecture(In Person On Campus Learners),6-Mar,A, Paul Green Theater,117, F , 09:00 - 12:00,"["" ROLLERI,MICHAEL J""]",5,2,999,0, 0 0021
11021,DRAM 992,DRAM,992,2,12953,MASTER'S FINAL PRACTICUM,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",4,0,999,0,0
11022,CMPL 121,CMPL,121,1,14236,GREAT BOOKS I: ROMANCE,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,222, TuTh , 08:00 - 09:15,"["" COLLINS,MARSHA S""]",35,35,999,0,0
11023,CMPL 132,CMPL,132,1,14237,GREAT BOOKS II: AFRICAN DIASP,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,319, TuTh , 12:30 - 13:45,"["" FISHER,REBECKA Rutledge""]",22,17,999,0,0
11024,CMPL 142,CMPL,142,1,12164,VISUAL CULTURE II,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,318, MWF , 12:20 - 13:10,"["" FLAXMAN,GREGORY M""]",23,23,999,0,0
11025,CMPL 230,CMPL,230,1,10795,GLOBAL CRUSOE,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,318, TuTh , 17:00 - 18:15,"["" BAKER,DAVID JOHN""]",14,12,999,0,0
11026,CMPL 237,CMPL,237,1,12076,GENDER/SEXUALITY KOREAN FILM,Lecture(In Person On Campus Learners),3,A, New West,219, TuTh , 11:00 - 12:15,"["" Kief,I Jonathan""]",10,10,999,1,0
11027,CMPL 251,CMPL,251,1,10796,INTRO TO LITERARY THEORY,Lecture(In Person On Campus Learners),3,A, Dey Hall,304, TuTh , 17:00 - 18:15,"["" LEGASSIE,SHAYNE A""]",26,25,999,0,0
11028,CMPL 259,CMPL,259,1,14962,MARXISM AND LITERATURE,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, TuTh , 15:30 - 16:45,"["" PIKE,DAVID C""]",19,19,999,0,0
11029,CMPL 280,CMPL,280,2,14855,FILM GENRES,Lecture(In Person On Campus Learners),3,A, Gardner Hall,209, MWF , 14:30 - 15:20,"["" Berland,Nicole Winnik""]",35,35,999,2,0
11030,CMPL 317,CMPL,317,1,13483,"MYTH, FABLE, NOVELLA",Lecture(In Person On Campus Learners),3,A, Dey Hall,313, TuTh , 15:30 - 16:45,"["" LEGASSIE,SHAYNE A""]",20,20,999,0,0
11031,CMPL 466,CMPL,466,1,14711,MODERNISM,Lecture(In Person On Campus Learners),3,A, Dey Hall,302, TuTh , 11:00 - 12:15,"["" Chattopadhyay,Shinjini""]",25,16,999,0,0
11032,CMPL 489,CMPL,489,1,10797,EMPIRE AND DIPLOMACY,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" LEINBAUGH,THEODORE H""]",15,15,999,0,0
11033,CMPL 545,CMPL,545,1,14949,CHINESE SCIENCE FICTION,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,215, TuTh , 11:00 - 12:15,"["" VISSER,ROBIN L""]",10,10,999,2,0
11034,CMPL 579,CMPL,579,1,14478,GERMAN MEDIA THEORY,Lecture(In Person On Campus Learners),3,A, Dey Hall,307, TuTh , 09:30 - 10:45,"["" POLLMANN,INGA""]",15,11,999,0,0
11035,CMPL 992,CMPL,992,1,10590,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11036,CMPL 993,CMPL,993,1,6343,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11037,CMPL 994,CMPL,994,3,5860,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
11038,ENGL 57,ENGL,57,1,12308,FYS FUTURE PERFECT,Lecture(In Person On Campus Learners),3,A, Dey Hall,313, TuTh , 11:00 - 12:15,"["" TAYLOR,MATTHEW A""]",23,23,0,0,0
11039,ENGL 66,ENGL,66,1,10086,WILLIAM BLAKE IN POP CULTURE,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,318, TuTh , 09:30 - 10:45,"["" VISCOMI,JOSEPH S""]",15,15,0,0,0
11040,ENGL 86,ENGL,86,1,14277,THE CITIES OF MODERNISM,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,317, TuTh , 09:30 - 10:45,"["" Chattopadhyay,Shinjini""]",21,21,0,0,0
11041,ENGL 89,ENGL,89,3,15088,FYS: SPECIAL TOPICS,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,317, TuTh , 14:00 - 15:15 FREE SPEECH & AMER L,"["" DORE,FLORENCE WEILER""]",22,22,0,0,0
11042,ENGL 100,ENGL,100,1,9136,BASIC WRITING,Lecture(In Person On Campus Learners),3,A, Hamilton Hall,425, TuTh , 11:00 - 12:15,"["" Fowler,Amanda Leigh""]",4,0,999,0,0
11043,ENGL 105,ENGL,105,140,13159,ENG COMP & RHETORIC,Lecture(In Person On Campus Learners),3,A, Hamilton Hall,425, MW , 15:35 - 16:50,"["" Staff""]",9,9,0,0,0
11044,ENGL 113,ENGL,113,604,12639,INTRO CRITICAL GAME STUDIES,Recitation(In Person On Campus Learners),3,A, Greenlaw Hall,316, F , 13:25 - 14:15,"["" Toufas,Alexis Rachel""]",20,20,999,4,0
